"Artikelnummer";"Artikelbeschreibung";"Menge";"Einzelpreis";"Rabatt in %";"RechnungsNr"
349;"Kühlerfrostschutz";3,00;5,90;0;10074
350;"Zündkerzen";4,00;6,50;0;10074
351;"ASU";1,00;26,00;0;10074
352;"TÜV-Gebühr";1,00;75,86;0;10074
353;"Winterreifen (Lassa 185/60R14T)";2,00;89,00;0;10074
354;"Wuchten und Montage";2,00;13,00;0;10074
355;"Kühler (gebraucht)";1,00;50,00;0;10074
356;;0,00;0,00;0;10074
357;"Inspektion ausgeführt";0,00;0,00;0;10074
358;"Fahrzeug Winterfest gestellt";0,00;0,00;0;10074
359;"Winterreifen aufgezogen";0,00;0,00;0;10074
360;"Ölfilter";1,00;13,40;0;10097
361;"Motoröl";3,50;11,80;0;10097
362;"Wischerrelai";1,00;34,40;0;10097
363;"Frostschutz Waschanl.";1,00;3,50;0;10097
364;"AU";1,00;30,00;0;10097
365;"Wischerrelai geprüft und erneuert";0,00;0,00;0;10097
366;"Fahrzeug Winterfest gestellt";0,00;0,00;0;10097
367;"AU ausgeführt";0,00;0,00;0;10097
368;"Motoröl und Filter gewechselt";0,00;0,00;0;10097
369;"Motoröl Synthetic 10/40";6,50;10,00;0;10098
370;"Ölfilter";1,00;18,00;0;10098
371;"Motoröl und Filter gewechselt";0,00;0,00;0;10098
372;"Steuerriemensatz mit Spannrollen
Steuerriemensatz mit Spannrollen";1,00;295,00;0;10099
373;"Steueriemen und Spannrollen erneuert";0,00;0,00;0;10099
374;"Wischermotor";1,00;156,00;0;10100
375;"Wischermotor geprüft und erneuert";0,00;0,00;0;10100
376;"Reifen 195/65R1482V Kleber";;0,00;0;
377;"Reifen 195/65R13V Kleber incl Wuchten u.Montage";4,00;138,00;0;10101
378;"Kühler";1,00;450,00;0;10101
379;"Wasserpumpe
Wasserpumpe";1,00;93,00;0;10101
380;"Vorderachsbuchsen";2,00;76,00;0;10101
381;"Zündkerzen";6,00;4,80;0;10101
382;"Motoröl";4,50;11,00;0;10101
383;"Ölfilter";1,00;12,80;0;10101
384;"Frostschutz";5,00;5,90;0;10101
385;"Reifen erneuert und gewuchtet";0,00;0,00;0;10101
386;"TÜV-Gebühr";1,00;75,86;0;10101
387;"AU";1,00;45,00;0;10101
388;"Querlenkerbuchsen vorn erneuert";0,00;0,00;0;10101
389;"Motoröl und Filter gewechselt";0,00;0,00;0;10101
390;"Fahrzeug Winterfest gestellt";0,00;0,00;0;10101
391;"AU ausgeführt";0,00;0,00;0;10101
392;"Radio eingebaut
Radio eingebaut";0,00;0,00;0;10101
393;"Kühler geprüft und erneuert";0,00;0,00;0;10101
394;"Wasserpumpe geprüft und erneuert";0,00;0,00;0;10101
395;"Kraftstoffleitung erneuert";0,00;0,00;0;10101
396;"Fahrzeug TÜV vorgeführt";0,00;0,00;0;10101
397;"Ventildeckeldichtung";1,00;6,80;0;10102
398;"Frostschutz Waschanlage";1,00;3,80;0;10102
399;"Reifen 155/70R13T";2,00;62,00;0;10102
400;"Wuchten und Montage";2,00;12,00;0;10102
401;"ASU";1,00;25,00;0;10102
402;"Ventilspiel geprüft und eingestellt";0,00;0,00;0;10102
403;"Reifen erneuert und gewuchtet";0,00;0,00;0;10102
404;"ASU ausgeführt";0,00;0,00;0;10102
405;"Fahrzeug Winterfest gestellt";0,00;0,00;0;10102
406;"Batterie Varta 12V 72AH 380A";1,00;175,00;0;10103
407;"Glühkerzen";5,00;32,00;22;10103
408;"Glühkerzen geprüft und erneuert";0,00;0,00;0;10103
409;"Batterie erneuert";0,00;0,00;0;10103
410;"Magnetschalter Marelli";1,00;87,00;0;10104
411;"Anlasser zerlegt und instandgesetzt";0,00;0,00;0;10104
412;"Wuchten undMontage";1,00;15,00;0;10105
413;"Reifen Pirelli 205/60R15H";1,00;225,00;0;10105
414;"Leichtmetallfelge  WSL 7J*15H2";1,00;139,00;0;10105
415;"Hohlraumvers. und U-Schutz";1,00;20,00;0;10105
416;"Seitenteil hinten links ausgebeult und lackiert";0,00;0,00;0;10105
417;"Stoßfänger hinten lackiert";0,00;0,00;0;10105
418;"Reifen und Leichtmetallfelge hinten links erneuert";0,00;0,00;0;10105
419;"Unfallschaden hinten beseitigt";0,00;0,00;0;10105
420;"Motoröl  10/40";3,50;11,50;0;10106
421;"Frostschutz Waschanlage";1,00;2,40;0;10106
422;"Motoröl";;0,00;0;
423;"Motoröl
Motoröl";5,00;12,50;0;10107
424;"Ölfilter";1,00;11,50;0;10107
425;"AU";1,00;50,00;0;10107
426;"TÜV-Gebühr";1,00;75,86;0;10107
427;"Motoröl und Filter gewechselt";0,00;0,00;0;10107
428;"Fahrzeug Winterfest gestellt";0,00;0,00;0;10107
429;"AU ausgeführt";0,00;0,00;0;10107
430;"Fahrzeug TÜV vorgeführt";0,00;0,00;0;10107
431;"Winterreifen montiert";0,00;0,00;0;10107
432;"Außenspiegel";1,00;114,00;0;10108
433;"Außenspiegel rechts erneuert";0,00;0,00;0;10108
434;"Getriebeöl";1,50;8,70;0;10109
435;"Simmerring";1,00;46,80;0;10109
436;"Rückleuchtenwnd incl.Leuchten";2,00;54,00;0;
437;"Nummernschildleuchten";2,00;12,00;0;
438;"Handbremsseil";1,00;26,00;0;
439;"Rückleuchtenwand incl.Leuchten";2,00;54,00;0;10110
440;"Nummernschildleuchten";2,00;13,00;0;10110
441;"Handbremsseil";1,00;27,00;0;10110
442;"TÜV-Gebühr";1,00;51,72;0;10110
443;"Lichtanlage instandgesetzt";0,00;0,00;0;10110
444;"Rückleuchtenbefestigung erneuert mit Leuchten
Rückleuchtenbefestigung mit Leuchten erneuert";0,00;0,00;0;10110
445;"Handbremsseil hinten rechts erneuert und eingestellt";0,00;0,00;0;10110
446;"Fahrzeug TÜV vorgeführt";0,00;0,00;0;10110
447;"Radlager";1,00;125,00;0;10111
448;"Motoröl";1,00;9,50;0;10111
449;"Birne 12V 4W";1,00;1,60;0;10111
450;"Radlager vorn rechts erneuert";0,00;0,00;0;10111
451;"Auspuff geschweißt";0,00;0,00;0;10111
452;"AU";1,00;50,00;0;10112
453;"TÜV-Gebühr";1,00;75,86;0;10112
454;"Motoröl  10/40";4,50;11,50;0;
455;"Ölfilter";1,00;17,00;0;
456;"Ölfilter";1,00;17,50;0;10113
457;"Motoröl 10/40";4,50;11,50;0;10113
458;"Luftfilter";1,00;27,00;0;10113
459;"AU";1,00;60,00;0;10113
460;"TÜV-Gebühr";1,00;75,86;0;10113
461;"Rückleuchte";1,00;126,50;0;10114
462;"Rückleuchte links erneuert";0,00;0,00;0;10114
463;"AU";1,00;50,00;0;10115
464;"TÜV-Gebühr";1,00;75,86;0;10115
465;"Ölfilter";1,00;13,20;0;10115
466;"Motoröl";3,50;11,50;0;10115
467;"Fahrzeug TÜV fertiggestellt und vorgeführt";0,00;0,00;0;10115
468;"AU ausgeführt";0,00;0,00;0;10115
469;"Fahrzeugdurchsicht ausgeführt";0,00;0,00;0;10115
470;"Motoröl und Filter gewechselt";0,00;0,00;0;10115
471;"Rippenriemen";1,00;31,00;0;10116
472;"Keilriemen 9,5+730";1,00;7,00;0;10116
473;"Steuerriemen";1,00;64,00;0;10116
474;"Spannrolle";1,00;72,00;0;10116
475;"Motoröl";2,00;9,50;0;10116
476;"Steuerriemen mit Spannrolle erneuert


Steuerriemen mit Spannrolle erneuert";0,00;0,00;0;10116
477;"Rippenriemen und Keilriemen erneuert";0,00;0,00;0;10116
478;"Motoröl geprüft und aufgefüllt";0,00;0,00;0;10116
479;"Federbein (gebraucht)";1,00;60,00;0;10117
480;"Hydrauliköl";2,00;9,80;0;10117
481;"Zündkerze";1,00;5,30;0;10117
482;"Zündkerze vom 3.Zylinder erneuert";0,00;0,00;0;10117
483;"Federbein vorn rechts ausgewechselt";0,00;0,00;0;10117
484;"Zündanlage geprüft und Zündkabelsatz erneuert";0,00;0,00;0;10118
485;"Zündkabelsatz";1,00;106,00;0;10118
486;"Hänger TÜV fertiggestellt";0,00;0,00;0;10119
487;"Aufbau befestigt";0,00;0,00;0;10119
488;"TÜV-Gebühr";1,00;53,45;0;10119
489;"Motoröl und Filter gewechselt";0,00;0,00;0;10120
490;"Motoröl";4,50;11,50;0;10120
491;"Ölfilter";1,00;12,50;0;10120
492;"Fahrzeug TÜV fertiggestellt und vorgeführt";0,00;0,00;0;10121
493;"AU ausgeführt";0,00;0,00;0;10121
494;"Bremsklötze vorn erneuert";0,00;0,00;0;10121
495;"Inspektion ausgeführt";0,00;0,00;0;10121
496;"Reifen erneuert und gewuchtet";0,00;0,00;0;10121
497;"Wischblätter erneuert";0,00;0,00;0;10121
498;"TÜV-Gebühr";1,00;75,86;0;10121
499;"AU";1,00;50,00;0;10121
500;"Reifen 175/70R13T Lassa";4,00;73,00;0;10121
501;"Wuchten und Montage";4,00;12,00;0;10121
502;"Bremsklötze";1,00;81,00;0;10121
503;"Wischblätter";3,00;13,00;0;10121
504;"Zündkerzen";4,00;4,90;0;10121
505;"Fahrzeug TÜV fertiggestellt und vorgeführt";0,00;0,00;0;10122
506;"Radbremszylinder hinten erneuert";0,00;0,00;0;10122
507;"AU ausgeführt";0,00;0,00;0;10122
508;"Frostschutz geprüft";0,00;0,00;0;10122
509;"TÜV-Gebühr";1,00;75,86;0;10122
510;"Radbremszylinder";2,00;61,00;0;10122
511;"AU";1,00;50,00;0;10122
512;"Frostschutz (Waschanl.)";1,00;3,90;0;10122
513;"Reifen geprüft und erneuert";0,00;0,00;0;10123
514;"Auspuff geschweißt";0,00;0,00;0;10123
515;"Lichtanlage instandgesetzt";0,00;0,00;0;10123
516;"Vorderachse vermessen und eingestellt";0,00;0,00;0;10123
517;"Tür links geschmiert";0,00;0,00;0;10123
518;"Reifen (Lassa 175/65R14T)";4,00;78,00;0;10123
519;"Wuchten und Montage incl.Ventile)";4,00;11,00;0;10123
520;"Birne H4";1,00;6,00;0;10123
521;"Vorderachsvermessung";1,00;70,00;0;10123
522;"Wildschaden rechts beseitigen";0,00;0,00;0;10124
523;"Tür und Seitenteil rechts lackieren";0,00;0,00;0;10124
524;"Steinsclagecke am Radlauf erneuern";0,00;0,00;0;10124
525;"Steinschlagecke";1,00;7,80;0;10124
526;"Kleinteile";1,00;20,00;0;10124
527;"G-Kat Nachrüstsatz";1,00;387,93;0;10125
528;"Freisprechanlage eingebaut";0,00;0,00;0;10126
529;"Dachantenne eingebaut";0,00;0,00;0;10126
530;"Freisprechanl.Siemens Komfort";1,00;299,00;0;10126
531;"Dachantenne D-Netz m.5mtr. Kabel";1,00;76,75;0;10126
532;"Motoröl und Filter gewechselt";0,00;0,00;0;
533;"Motoröl 10/40";5,50;9,80;0;
534;"Ölfilter";1,00;18,00;0;
535;"Motoröl und Filter gewechselt
Motoröl und Filter gewechselt";0,00;0,00;0;10127
536;"Motoröl 10/40";5,50;9,80;0;10127
537;"Ölfilter";1,00;18,00;0;10127
538;"Bremsscheiben vorn erneuert";0,00;0,00;0;10128
539;"Spurstangenkopf vorn links erneuert";0,00;0,00;0;10128
540;"Fahrzeug TÜV vorgeführt";0,00;0,00;0;10128
541;"AU ausgeführt";0,00;0,00;0;10128
542;"Bremsscheiben";2,00;38,00;0;10128
543;"Spurstangenkopf";1,00;58,00;0;10128
544;"TÜV-Gebühr";1,00;75,86;0;10128
545;"AU";1,00;60,00;0;10128
546;"Fahrzeug TÜV fertiggestellt und vorgeführt";0,00;0,00;0;10129
547;"AU ausgeführt";0,00;0,00;0;10129
548;"Bremsklötze und Bremsscheiben vorn erneuert";0,00;0,00;0;10129
549;"Wischblatt hinten erneuert";0,00;0,00;0;10129
550;"TÜV-Gebühr";1,00;75,86;0;10129
551;"AU";1,00;50,00;0;10129
552;"Bremsklötze";1,00;86,00;0;10129
553;"Bremsscheiben";2,00;38,00;0;10129
554;"Wischblatt";1,00;12,50;0;10129
555;"Reifen vorn erneuert und gewuchtet";0,00;0,00;0;10130
556;"Reifen (Michelin 185/65R14T)incl.Montage
Reifen (Michelin 185/65R14T) incl.Montage";2,00;125,86;0;10130
557;"Leerlaufsteller geprüft und erneuert";0,00;0,00;0;10131
558;"Motoröl und Filter gewechselt
Motoröl und Filter gewechselt";0,00;0,00;0;10131
559;"Luftfilter erneuert";0,00;0,00;0;10131
560;"Leerlaufsteller";1,00;267,00;0;10131
561;"Motoröl";3,50;9,50;0;10131
562;"Ölfilter";1,00;6,50;0;10131
563;"Winterreifen aufgezogen und gewuchtet
Winterreifen aufgezogen und gewuchtet";0,00;0,00;0;10132
564;;;0,00;0;10132
565;"Winterreifen Sava 155/80 R13";4,00;33,60;0;10132
566;"TÜV-Gebühr";1,00;75,86;0;10133
567;"AU";1,00;25,00;0;10133
568;"Verteilerkappe";1,00;24,90;0;10133
569;"Verteilerläufer";1,00;12,60;0;10133
570;"Reifen Kelly 145R13";2,00;56,00;0;10133
571;"Bremsklötze";1,00;82,00;0;10133
572;"Bremsbacken";1,00;93,00;0;10133
573;"Bremskraftregler";1,00;232,00;0;10133
574;"Bremsschläuche vorn";2,00;38,00;0;10133
575;"Türschloß rechts instandgesetzt";0,00;0,00;0;10134
576;"Schlüssel angefertigt";0,00;0,00;0;10134
577;"Schließzylinder komplett";1,00;26,00;0;10134
578;"Schlüssel";1,00;9,70;0;10134
579;"Zündanlage geprüft und instandgesetzt";0,00;0,00;0;10135
580;"Einspritzanlage geprüft";0,00;0,00;0;10135
581;"Zündkerzen";4,00;7,70;0;10135
582;"Kraftstoffilter";1,00;32,50;0;10135
583;"Zündmodul";1,00;42,45;0;10135
584;"Motoröl und Filter gewechselt";0,00;0,00;0;10136
585;"Motoröl";3,50;12,80;0;10136
586;"Ölfilter";1,00;9,20;0;10136
587;"Zierleiste oben";1,00;24,85;0;10005
588;"Motoröl und Filter gewechselt";0,00;0,00;0;10137
589;"Motoröl 10/40";5,50;11,50;0;10137
590;"Ölfilter";1,00;25,00;0;10137
591;"Windschutzscheibe erneuert";0,00;0,00;0;10138
592;"Windschutzscheibe";1,00;361,50;0;10138
593;"Scheibeneinklebeset";1,00;83,00;0;10138
594;"Zierleiste oben";1,00;24,85;0;10138
595;"Radlager hinten links erneuert";0,00;0,00;0;10139
596;"Dieselrücklaufschläuche erneuert";0,00;0,00;0;10139
597;"Fahrzeugreinigung ausgeführt";0,00;0,00;0;10139
598;"Radlager";1,00;68,00;0;10139
599;"Schläuche";1,00;9,00;0;10139
600;"Innen und Außenreinigung";1,00;25,00;0;10139
601;"Unfallschaden vorn links beseitigt";0,00;0,00;0;10140
602;"Haube,Stoßfänger und Kotflügel ern. und lackieren";0,00;0,00;0;10140
603;"Kühlergrill erneuert und lackiert
Kühlergrill erneuert und lackiert";0,00;0,00;0;10140
604;"Scheinwerfer und Leuchten links erneuert";0,00;0,00;0;10140
605;"Achsvermessung ausgeführt";0,00;0,00;0;10140
672;"Frontblech erneuert";0,00;0,00;0;10151
673;"Tür links zerlegt und lackiert";0,00;0,00;0;10151
674;"Achsvermessung ausgeführt";0,00;0,00;0;10151
675;"Motorhaube";1,00;498,02;0;10151
676;"Haubendichtung";1,00;46,16;0;10151
677;"Radhaus links";1,00;212,54;0;10151
678;"Radhausverstärkung";1,00;114,33;0;10151
679;"Frontblech";1,00;287,03;0;10151
680;"Radhausschale";1,00;59,39;0;10151
681;"Kotflügel";1,00;312,09;0;10151
682;"Stoßfänger";1,00;333,30;0;10151
683;"Stoßfängerhalter li. Und re.";2,00;48,20;0;10151
684;"Verstärkung";1,00;133,80;0;10151
685;"Stoßfängerleisten li.und re.";2,00;28,13;0;10151
686;"Abdeckung li.";1,00;12,91;0;10151
687;"Nebelscheinwerfer";1,00;234,55;0;10151
688;"Rahmen für Nebelscheinwerfer";1,00;15,74;0;10151
689;"Nebelscheinwerferbefestigung";1,00;122,53;0;10151
690;"Scheinwerfer";1,00;262,27;0;10151
691;"Blinkleuchte";1,00;80,58;0;10151
692;"Leiste Tür li.";1,00;28,92;0;10151
693;"Motorschutzblech";1,00;50,22;0;10151
694;"Kühlwasserausgleichsbehälter";1,00;64,71;0;10151
695;"U.-Schuttz und Hohlr.Vers.";1,00;40,00;0;10151
696;"Schwemmaterial";1,00;15,00;0;10151
697;"Kleinteile";1,00;60,00;0;10151
698;"Relai am Scheibenwischer erneuert";0,00;0,00;0;10152
699;"Vorderachsvermessung ausgeführt";0,00;0,00;0;10152
700;"Räder gewechselt";0,00;0,00;0;10152
701;"Radio geprüft und erneuert";0,00;0,00;0;10152
702;"Wischerrelai";1,00;26,00;0;10152
703;"Vorderachsvermessung";1,00;72,00;0;10152
704;"Radio Blaupunkt Lübeck";1,00;255,00;0;10152
705;"Kotflügel gerichtet und lackiert";0,00;0,00;0;10153
706;"Blinkleuchte links erneuert";0,00;0,00;0;10153
707;"Lackiermaterial";1,00;35,00;0;10153
708;"Blinkleuchte";1,00;38,00;0;10153
709;"Kupplung geprüft und erneuert";0,00;0,00;0;10154
710;"Bremsklötze vorn erneuert";0,00;0,00;0;10154
711;"Achsmanschette vorn rechts erneuert";0,00;0,00;0;10154
712;"Kupplungskit";1,00;567,00;0;10154
713;"Bremsklötze";1,00;98,00;0;10154
714;"Achsmanschettensatz";1,00;38,00;0;10154
715;"Lager";1,00;32,00;0;10154
716;"Bremsklötze vorn geprüft und erneuert";0,00;0,00;0;10155
717;"Achsmanschette vorn links erneuert";0,00;0,00;0;10155
718;"Bremsbacken und Radbremszylinder hinten erneuert";0,00;0,00;0;10155
719;"Durchsicht ausgeführt";0,00;0,00;0;10155
720;"Bremsklötze";1,00;39,00;0;10155
721;"Achsmanschettensatz";1,00;24,60;0;10155
722;"Bremsbacken hinten";1,00;98,00;0;10155
723;"Radbremszylinder";2,00;58,00;0;10155
724;"Motoröl  10/40";3,50;11,50;0;10155
725;"Ölfilter";1,00;6,50;0;10155
726;"Einbruchdiebstahlschaden beseitigen";0,00;0,00;0;10156
727;"Schließzylinder und Kontaktplatte erneuern";0,00;0,00;0;10156
728;"Amaturenbrett erneuern";0,00;0,00;0;10156
729;"Radio erneuern";0,00;0,00;0;10156
730;"Gebläseeinsatz und Blenden erneuern";0,00;0,00;0;10156
731;"Amaturenbrett";1,00;872,32;0;10156
732;"Schließzylinder";1,00;91,63;0;10156
733;"Zündschalter";1,00;29,92;0;10156
734;"Gebläseeinsatz li";1,00;20,63;0;10156
735;"Gebläseeinsatz re.";1,00;20,63;0;10156
736;"Blende


Blende";1,00;2,54;0;10156
737;;;;;10156
738;"Kotflügel rechts erneuert und lackiert";0,00;0,00;0;10157
739;"Zündmodul geprüft und erneuert";0,00;0,00;0;10157
740;"Kotflügel incl Montage und Lackierung";1,00;260,00;0;10157
741;"Zündmodul";1,00;133,00;0;10157
742;;;;;10156
743;;;;;10156
744;;;;;10156
745;;;;;10156
746;;;;;10156
747;;;;;10156
748;;;;;10156
749;"Einbruchdiebstahlschaden beseitigt";0,00;0,00;0;10158
750;"Schließzylinder und 'Kontaktplatte am Zündschloß   rt";0,00;0,00;0;10158
751;"erneuern";0,00;0,00;0;10158
752;"Amaturenbrett erneuern";0,00;0,00;0;10158
753;"Gebläseeinsatz und Blende erneuern";0,00;0,00;0;10158
754;"Amaturenbrett";1,00;872,32;0;10158
755;"Schließzylinder";1,00;91,63;0;10158
756;"Zündkontaktplatte";1,00;29,92;0;10158
757;"Gebläseeinsatz li.";1,00;20,63;0;10158
758;"Gebläseeinsatz re.";1,00;20,63;0;10158
759;"Blende";1,00;2,54;0;10158
760;"Bremsscheiben und Bremsklötze vorn erneuert";0,00;0,00;0;10159
761;"Bremsklötze";1,00;90,50;0;10159
762;"Bremsscheiben";2,00;102,00;0;10159
763;"Seitenteil ausgebeult und lackiert";0,00;0,00;0;10160
764;"Lackiermaterial";1,00;78,00;0;10160
765;"Lenkkopflager erneuert";0,00;0,00;0;10161
766;"  Lager";1,00;28,00;0;10161
767;;;;;10161
768;"

Motoröl";6,50;16,80;0;10161
769;"Ölfilter";1,00;8,90;0;10161
770;"Luftfilter";1,00;32,00;0;10161
771;"Bremsklötze vorn";1,00;109,00;0;10161
772;"Kühler geprüft und erneuert";0,00;0,00;0;10162
773;"Kühler";1,00;216,00;0;10162
774;"Frostschutz";1,00;5,50;0;10162
775;"Bremsklötze und Bremsscheiben vorn erneuert";0,00;0,00;0;10163
776;"Bremsklötze";1,00;90,50;0;10163
777;"Bremsscheiben";2,00;102,00;0;10163
778;"Mittelschalldämpfer erneuert";0,00;0,00;0;10165
779;"Schalldämpfer";1,00;208,00;0;10165
780;"Dichtring";1,00;6,50;0;10165
781;" vhnk";1,00;123,00;0;
782;"TÜV-Gebühr";1,00;36,29;0;10167
783;"Fahrzeug TÜV vorgeführt";0,00;0,00;0;10168
784;"Räder gewechselt";0,00;0,00;0;10168
785;"TÜV-Gebühr";1,00;77,59;0;10168
786;"Fahrzeug TÜV vorgeführt
Fahrzeug TÜV vorgeführt";0,00;0,00;0;10169
787;"AU ausgeführt";0,00;0,00;0;10169
788;"TÜV-Gebühr";1,00;77,59;0;10169
789;"AU";1,00;50,00;0;10169
790;"Fahrzeug TÜV fertiggestellt und vorgeführt";0,00;0,00;0;10170
791;"Vor-und Endschalldämpfer erneuert";0,00;0,00;0;10170
792;"Radbremszylinder und Bremsbacken erneuert";0,00;0,00;0;10170
793;"Standlichtleuchte rechts erneuert";0,00;0,00;0;10170
794;"Vorschalldämpfer";1,00;222,00;0;10170
795;"Endschalldämpfer";1,00;340,00;0;10170
796;"Auspuffschellen";2,00;4,80;0;10170
797;"Radbremszylinder";2,00;48,00;0;10170
798;"Bremsbacken";1,00;59,90;0;10170
799;"TÜV-Gebühr";1,00;77,59;0;10170
800;"Inspektion ausgeführt";0,00;0,00;0;10172
801;"Motoröl und Filter gewechselt";0,00;0,00;0;10172
802;"Endschalldämpfer erneuert";0,00;0,00;0;10172
803;"Bremsklötze vorn erneuert";0,00;0,00;0;10172
804;"Anlasser geprüft und erneuert

Anlasser geprüft und erneuert";0,00;0,00;0;10172
805;"Motoröl 10/40";4,50;11,50;0;10172
806;"Ölfilter";1,00;11,50;0;10172
807;"Kerzen";4,00;11,50;0;10172
808;"Reiniger für Waschanlage";1,00;3,80;0;10172
809;"Bremsklötze vorn";1,00;91,50;0;10172
810;"Endschalldämpfer";1,00;412,00;0;10172
811;"Anlasser";1,00;352,00;0;10172
812;"Lenkkopflager erneuert";0,00;0,00;0;10174
813;"Lager";1,00;26,00;0;10174
814;"Einbruchdiebstahlschaden beseitigen";0,00;0,00;0;10175
815;"Türgriff links erneuern";0,00;0,00;0;10175
816;"Kabelbaum zum Radio instandsetzen";0,00;0,00;0;10175
817;"Türgriff";1,00;68,00;0;10175
818;"Schließzylinder";1,00;13,45;0;10175
819;"Kleinteile";1,00;8,00;0;10175
820;"Felgen hinten erneuert";0,00;0,00;0;10176
821;"Felge  5,5*14";2,00;78,00;15;10176
822;"Wuchten und Montage incl.Ventile";2,00;12,50;0;10176
823;"Inspektion ausgeführt";0,00;0,00;0;10178
824;"Motoröl und Filter gewechselt";0,00;0,00;0;10178
825;"Motoröl  10/40";6,00;13,50;0;10178
826;"Ölfilter";1,00;17,00;0;10178
827;"Reiniger Waschanlage";1,00;3,50;0;10178
828;"Bremsscheiben und Bremsklötze vorn erneuert";0,00;0,00;0;10179
829;"Bremsklötze";1,00;105,00;0;10179
830;"Bremsscheiben";2,00;67,00;0;10179
831;"Befestigungssatz";1,00;29,00;0;10179
832;"Cassettenradio Blaupunkt Augsburg";1,00;232,75;0;10180
833;;0,00;0,00;0;10181
834;;0,00;0,00;0;10181
835;;1,00;10,00;0;10181
836;;1,00;32,68;0;10181
837;"Reifen hinten links erneuert";0,00;0,00;0;10182
838;"Reifen Lassa 195/50R15";1,00;95,00;0;10182
839;"Wuchten und Montage";1,00;12,50;0;10182
840;"Unfallschaden vorn instandgesetzt";0,00;0,00;0;10183
841;"Frontblech gerichtet";0,00;0,00;0;10183
842;"Kotflügel ,Haube erneuert und lackiert";0,00;0,00;0;10183
843;"Scheinwerfer links erneuert";0,00;0,00;0;10183
844;"Stoßfänger vorn gerichtet";0,00;0,00;0;10183
845;"Vorderachse vermessen und eingestellt";0,00;0,00;0;10183
846;"Kotflügel links";1,00;124,00;0;10183
847;"Haube";1,00;358,00;0;10183
848;"Scheinwerfer";1,00;147,00;0;10183
849;"Achsvermessung";1,00;85,00;0;10183
850;"Hohlraumversiegelung und Unterbodenschutz";1,00;25,00;0;10183
851;"Kurbelwellensimmering vorn erneuert";0,00;0,00;0;10184
852;"Steuerriemen erneuert";0,00;0,00;0;10184
853;"Motoröl und Filter gewechselt";0,00;0,00;0;10184
854;"Motoröl 10/40";4,00;11,80;0;10184
855;"Ölfilter";1,00;8,90;0;10184
856;"Steuerriemen";1,00;38,90;0;10184
857;"Simmerring";1,00;21,50;0;10184
858;"Einbruchschaden beseitigt";0,00;0,00;0;10185
859;"Schließzylinder und Zündkontaktplatte erneuert";0,00;0,00;0;10185
860;"Armaturenbrett erneuert";0,00;0,00;0;10185
861;"Blenden am Gebläseschalter links und rechts erneuert";0,00;0,00;0;10185
862;"Schließzylinder";1,00;91,63;0;10185
863;"Zündkontaktplatte";1,00;29,92;0;10185
864;"Armaturenbrett";1,00;872,32;0;10185
865;"Blenden li. Und re.";2,00;20,63;0;10185
866;"Blende";1,00;2,54;0;10185
867;"Kleinteile";1,00;20,00;0;10185
868;"Einbruchschaden instandgesetzt";0,00;0,00;0;10186
869;"Kabelbaum im Radioschacht instandgesetzt";0,00;0,00;0;10186
870;"Türgriff erneuert";0,00;0,00;0;10186
871;"Türgriff";1,00;68,55;0;10186
872;"Kleinteile";1,00;20,00;0;10186
873;"Reifen erneuert und gewuchtet";0,00;0,00;0;10187
874;"Reifen Fulda 205/55R16";2,00;168,00;0;10187
875;"Wuchten und Montage";2,00;10,00;0;10187
876;"Sommerreifen aufgezogen und gewuchtet";0,00;0,00;0;10188
877;"Wuchten und 'Montage";4,00;15,00;0;10188
